Time,L_Reach,L_Grasp,L_Manipulation,L_Transport,L_Place,R_Reach,R_Grasp,R_Manipulation,R_Transport,R_Place
177.8 sec,0,0,0,1,0,0,0,0,1,0
177.82 sec,0,0,0,1,0,0,0,0,1,0
177.83 sec,0,0,0,1,0,0,0,0,1,0
177.85 sec,0,0,0,1,0,0,0,0,1,0
177.87 sec,0,0,0,1,0,0,0,0,1,0
177.88 sec,0,0,0,1,0,0,0,0,1,0
177.9 sec,0,0,0,1,0,0,0,0,1,0
177.92 sec,0,0,0,1,0,0,0,0,1,0
177.93 sec,0,0,0,1,0,0,0,0,1,0
177.95 sec,0,0,0,1,0,0,0,0,1,0
177.97 sec,0,0,0,1,0,0,0,0,1,0
177.98 sec,0,0,0,1,0,0,0,0,1,0
178 sec,0,0,0,1,0,0,0,0,1,0
178.02 sec,0,0,0,1,0,0,0,0,1,0
178.04 sec,0,0,0,1,0,0,0,0,1,0
178.05 sec,0,0,0,1,0,0,0,0,1,0
178.07 sec,0,0,0,1,0,0,0,0,1,0
178.09 sec,0,0,0,1,0,0,0,0,1,0
178.1 sec,0,0,0,1,0,0,0,0,1,0
178.12 sec,0,0,0,1,0,0,0,0,1,0
178.14 sec,0,0,0,1,0,0,0,0,1,0
178.15 sec,0,0,0,1,0,0,0,0,1,0
178.17 sec,0,0,0,1,0,0,0,0,1,0
178.19 sec,0,0,0,1,0,0,0,0,1,0
178.2 sec,0,0,0,1,0,0,0,0,1,0
178.22 sec,0,0,0,1,0,0,0,0,1,0
178.24 sec,0,0,0,1,0,0,0,0,1,0
178.25 sec,0,0,0,1,0,0,0,0,1,0
178.27 sec,0,0,0,1,0,0,0,0,1,0
178.29 sec,0,0,0,1,0,0,0,0,1,0
178.3 sec,0,0,0,1,0,0,0,0,1,0
178.32 sec,0,0,0,1,0,0,0,0,1,0
178.34 sec,0,0,0,1,0,0,0,0,1,0
178.35 sec,0,0,0,1,0,0,0,0,1,0
178.37 sec,0,0,0,1,0,0,0,0,1,0
178.39 sec,0,0,0,1,0,0,0,0,1,0
178.4 sec,0,0,0,1,0,0,0,0,1,0
178.42 sec,0,0,0,1,0,0,0,0,1,0
178.44 sec,0,0,0,1,0,0,0,0,1,0
178.45 sec,0,0,0,1,0,0,0,0,1,0
178.47 sec,0,0,0,1,0,0,0,0,1,0
178.49 sec,0,0,0,1,0,0,0,0,1,0
178.5 sec,0,0,0,1,0,0,0,0,1,0
178.52 sec,0,0,0,1,0,0,0,0,1,0
178.54 sec,0,0,0,1,0,0,0,0,1,0
178.55 sec,0,0,0,1,0,0,0,0,1,0
178.57 sec,0,0,0,1,0,0,0,0,1,0
178.59 sec,0,0,0,1,0,0,0,0,1,0
178.6 sec,0,0,0,1,0,0,0,0,1,0
178.62 sec,0,0,0,1,0,0,0,0,1,0
178.64 sec,0,0,0,1,0,0,0,0,1,0
178.65 sec,0,0,0,1,0,0,0,0,1,0
178.67 sec,0,0,0,1,0,0,0,0,1,0
178.69 sec,0,0,0,1,0,0,0,0,1,0
178.7 sec,0,0,0,1,0,0,0,0,1,0
178.72 sec,0,0,0,1,0,0,0,0,1,0
178.74 sec,0,0,0,1,0,0,0,0,1,0
178.75 sec,0,0,0,1,0,0,0,0,1,0
178.77 sec,0,0,0,1,0,0,0,0,1,0
178.79 sec,0,0,0,1,0,0,0,0,1,0
178.8 sec,0,0,0,1,0,0,0,0,1,0
178.82 sec,0,0,0,1,0,0,0,0,1,0
178.84 sec,0,0,0,1,0,0,0,0,1,0
178.85 sec,0,0,0,1,0,0,0,0,1,0
178.87 sec,0,0,0,1,0,0,0,0,1,0
178.89 sec,0,0,0,1,0,0,0,0,1,0
178.9 sec,0,0,0,1,0,0,0,0,1,0
178.92 sec,0,0,0,1,0,0,0,0,1,0
178.94 sec,0,0,0,1,0,0,0,0,1,0
178.95 sec,0,0,0,1,0,0,0,0,1,0
178.97 sec,0,0,0,1,0,0,0,0,1,0
178.99 sec,0,0,0,1,0,0,0,0,1,0
179 sec,0,0,0,1,0,0,0,0,1,0
179.02 sec,0,0,0,1,0,0,0,0,1,0
179.04 sec,0,0,0,1,0,0,0,0,1,0
179.05 sec,0,0,0,1,0,0,0,0,1,0
179.07 sec,0,0,0,1,0,0,0,0,1,0
179.09 sec,0,0,0,1,0,0,0,0,1,0
179.1 sec,0,0,0,1,0,0,0,0,1,0
179.12 sec,0,0,0,1,0,0,0,0,1,0
179.14 sec,0,0,0,1,0,0,0,0,1,0
179.15 sec,0,0,0,1,0,0,0,0,1,0
179.17 sec,0,0,0,1,0,0,0,0,1,0
179.19 sec,0,0,0,1,0,0,0,0,1,0
179.2 sec,0,0,0,1,0,0,0,0,1,0
179.22 sec,0,0,0,1,0,0,0,0,1,0
179.24 sec,0,0,0,1,0,0,0,0,1,0
179.25 sec,0,0,0,1,0,0,0,0,1,0
179.27 sec,0,0,0,1,0,0,0,0,1,0
179.29 sec,0,0,0,1,0,0,0,0,1,0
179.3 sec,0,0,0,1,0,0,0,0,1,0
179.32 sec,0,0,0,1,0,0,0,0,1,0
179.34 sec,0,0,0,1,0,0,0,0,1,0
179.35 sec,0,0,0,1,0,0,0,0,1,0
179.37 sec,0,0,0,1,0,0,0,0,1,0
179.39 sec,0,0,0,1,0,0,0,0,1,0
179.4 sec,0,0,0,1,0,0,0,0,1,0
179.42 sec,0,0,0,1,0,0,0,0,1,0
179.44 sec,0,0,0,1,0,0,0,0,1,0
179.45 sec,0,0,0,1,0,0,0,0,1,0
179.47 sec,0,0,0,1,0,0,0,0,1,0
179.49 sec,0,0,0,1,0,0,0,0,1,0
179.5 sec,0,0,0,1,0,0,0,0,1,0
179.52 sec,0,0,0,1,0,0,0,0,1,0
179.54 sec,0,0,0,1,0,0,0,0,1,0
179.55 sec,0,0,0,1,0,0,0,0,1,0
179.57 sec,0,0,0,1,0,0,0,0,1,0
179.59 sec,0,0,0,1,0,0,0,0,1,0
179.6 sec,0,0,0,1,0,0,0,0,1,0
179.62 sec,0,0,0,1,0,0,0,0,1,0
179.64 sec,0,0,0,1,0,0,0,0,1,0
179.65 sec,0,0,0,1,0,0,0,0,1,0
179.67 sec,0,0,0,1,0,0,0,0,1,0
179.69 sec,0,0,0,1,0,0,0,0,1,0
179.7 sec,0,0,0,1,0,0,0,0,1,0
179.72 sec,0,0,0,1,0,0,0,0,1,0
179.74 sec,0,0,0,1,0,0,0,0,1,0
179.75 sec,0,0,0,1,0,0,0,0,1,0
179.77 sec,0,0,0,1,0,0,0,0,1,0
179.79 sec,0,0,0,1,0,0,0,0,1,0
179.8 sec,0,0,0,1,0,0,0,0,1,0
179.82 sec,0,0,0,1,0,0,0,0,1,0
179.84 sec,0,0,0,1,0,0,0,0,1,0
179.85 sec,0,0,0,1,0,0,0,0,1,0
179.87 sec,0,0,0,1,0,0,0,0,1,0
179.89 sec,0,0,0,1,0,0,0,0,1,0
179.9 sec,0,0,0,1,0,0,0,0,1,0
179.92 sec,0,0,0,1,0,0,0,0,1,0
179.94 sec,0,0,0,1,0,0,0,0,1,0
179.95 sec,0,0,0,1,0,0,0,0,1,0
179.97 sec,0,0,0,1,0,0,0,0,1,0
179.99 sec,0,0,0,1,0,0,0,0,1,0
180 sec,0,0,0,1,0,0,0,0,1,0
180.02 sec,0,0,0,1,0,0,0,0,1,0
180.04 sec,0,0,0,1,0,0,0,0,1,0
180.05 sec,0,0,0,1,0,0,0,0,1,0
180.07 sec,0,0,0,1,0,0,0,0,1,0
180.09 sec,0,0,0,1,0,0,0,0,1,0
180.1 sec,0,0,0,1,0,0,0,0,1,0
180.12 sec,0,0,0,1,0,0,0,0,1,0
180.14 sec,0,0,0,1,0,0,0,0,1,0
180.15 sec,0,0,0,1,0,0,0,0,1,0
180.17 sec,0,0,0,1,0,0,0,0,1,0
180.19 sec,0,0,0,1,0,0,0,0,1,0
180.2 sec,0,0,0,1,0,0,0,0,1,0
180.22 sec,0,0,0,1,0,0,0,0,1,0
180.24 sec,0,0,0,1,0,0,0,0,1,0
180.25 sec,0,0,0,1,0,0,0,0,1,0
180.27 sec,0,0,0,1,0,0,0,0,1,0
180.29 sec,0,0,0,1,0,0,0,0,1,0
180.3 sec,0,0,0,1,0,0,0,0,1,0
180.32 sec,0,0,0,1,0,0,0,0,1,0
180.34 sec,0,0,0,1,0,0,0,0,1,0
180.35 sec,0,0,0,1,0,0,0,0,1,0
180.37 sec,0,0,0,1,0,0,0,0,1,0
180.39 sec,0,0,0,1,0,0,0,0,1,0
180.4 sec,0,0,0,1,0,0,0,0,1,0
180.42 sec,0,0,0,1,0,0,0,0,1,0
180.44 sec,0,0,0,1,0,0,0,0,1,0
180.45 sec,0,0,0,1,0,0,0,0,1,0
180.47 sec,0,0,0,1,0,0,0,0,1,0
180.49 sec,0,0,0,1,0,0,0,0,1,0
180.5 sec,0,0,0,1,0,0,0,0,1,0
180.52 sec,0,0,0,1,0,0,0,0,1,0
180.54 sec,0,0,0,1,0,0,0,0,1,0
180.55 sec,0,0,0,1,0,0,0,0,1,0
180.57 sec,0,0,0,1,0,0,0,0,1,0
180.59 sec,0,0,0,1,0,0,0,0,1,0
180.6 sec,0,0,0,1,0,0,0,0,1,0
180.62 sec,0,0,0,1,0,0,0,0,1,0
180.64 sec,0,0,0,1,0,0,0,0,1,0
180.65 sec,0,0,0,1,0,0,0,0,1,0
180.67 sec,0,0,0,1,0,0,0,0,1,0
180.69 sec,0,0,0,1,0,0,0,0,1,0
180.7 sec,0,0,0,1,0,0,0,0,1,0
180.72 sec,0,0,0,1,0,0,0,0,1,0
180.74 sec,0,0,0,1,0,0,0,0,1,0
180.75 sec,0,0,0,1,0,0,0,0,1,0
180.77 sec,0,0,0,1,0,0,0,0,1,0
180.79 sec,0,0,0,1,0,0,0,0,1,0
180.8 sec,0,0,0,1,0,0,0,0,1,0
180.82 sec,0,0,0,1,0,0,0,0,1,0
180.84 sec,0,0,0,1,0,0,0,0,1,0
180.85 sec,0,0,0,1,0,0,0,0,1,0
180.87 sec,0,0,0,1,0,0,0,0,1,0
180.89 sec,0,0,0,1,0,0,0,0,1,0
180.9 sec,0,0,0,1,0,0,0,0,1,0
180.92 sec,0,0,0,1,0,0,0,0,1,0
180.94 sec,0,0,0,1,0,0,0,0,1,0
180.95 sec,0,0,0,1,0,0,0,0,1,0
180.97 sec,0,0,0,1,0,0,0,0,1,0
180.99 sec,0,0,0,1,0,0,0,0,1,0
181 sec,0,0,0,1,0,0,0,0,1,0
181.02 sec,0,0,0,1,0,0,0,0,1,0
181.04 sec,0,0,0,1,0,0,0,0,1,0
181.05 sec,0,1,0,0,0,0,0,0,1,0
181.07 sec,0,1,0,0,0,0,0,0,1,0
181.09 sec,0,1,0,0,0,0,0,0,1,0
181.1 sec,0,1,0,0,0,0,0,0,1,0
181.12 sec,0,1,0,0,0,0,0,1,0,0
181.14 sec,0,1,0,0,0,0,0,1,0,0
181.15 sec,0,1,0,0,0,0,0,1,0,0
181.17 sec,0,1,0,0,0,0,0,1,0,0
181.19 sec,0,1,0,0,0,0,0,1,0,0
181.2 sec,0,1,0,0,0,0,0,1,0,0
181.22 sec,0,1,0,0,0,0,0,1,0,0
181.24 sec,0,1,0,0,0,0,0,1,0,0
181.25 sec,0,1,0,0,0,0,0,1,0,0
181.27 sec,0,1,0,0,0,0,0,1,0,0
181.29 sec,0,1,0,0,0,0,0,1,0,0
181.3 sec,0,1,0,0,0,0,0,1,0,0
181.32 sec,0,1,0,0,0,0,0,1,0,0
181.34 sec,0,1,0,0,0,0,0,1,0,0
181.36 sec,0,1,0,0,0,0,0,1,0,0
181.37 sec,0,1,0,0,0,0,0,1,0,0
181.39 sec,0,1,0,0,0,0,0,1,0,0
181.41 sec,0,1,0,0,0,0,0,1,0,0
181.42 sec,0,1,0,0,0,0,0,1,0,0
181.44 sec,0,1,0,0,0,0,0,1,0,0
181.46 sec,0,1,0,0,0,0,0,1,0,0
181.47 sec,0,1,0,0,0,0,0,1,0,0
181.49 sec,0,1,0,0,0,0,0,1,0,0
181.51 sec,0,1,0,0,0,0,0,1,0,0
181.52 sec,0,1,0,0,0,0,0,1,0,0
181.54 sec,0,1,0,0,0,0,0,1,0,0
181.56 sec,0,1,0,0,0,0,0,1,0,0
181.57 sec,0,1,0,0,0,0,0,1,0,0
181.59 sec,0,1,0,0,0,0,0,1,0,0
181.61 sec,0,1,0,0,0,0,0,1,0,0
181.62 sec,0,1,0,0,0,0,0,1,0,0
181.64 sec,0,1,0,0,0,0,0,1,0,0
181.66 sec,0,1,0,0,0,0,0,1,0,0
181.67 sec,0,1,0,0,0,0,0,1,0,0
181.69 sec,0,1,0,0,0,0,0,1,0,0
181.71 sec,0,1,0,0,0,0,0,1,0,0
181.72 sec,0,1,0,0,0,0,0,1,0,0
181.74 sec,0,1,0,0,0,0,0,1,0,0
181.76 sec,0,1,0,0,0,0,0,1,0,0
181.77 sec,0,1,0,0,0,0,0,1,0,0
181.79 sec,0,1,0,0,0,0,0,1,0,0
181.81 sec,0,1,0,0,0,0,0,1,0,0
181.82 sec,0,1,0,0,0,0,0,1,0,0
181.84 sec,0,1,0,0,0,0,0,1,0,0
181.86 sec,0,1,0,0,0,0,0,1,0,0
181.87 sec,0,1,0,0,0,0,0,1,0,0
181.89 sec,0,1,0,0,0,0,0,1,0,0
181.91 sec,0,1,0,0,0,0,0,1,0,0
181.92 sec,0,1,0,0,0,0,0,1,0,0
181.94 sec,0,1,0,0,0,0,0,1,0,0
181.96 sec,0,1,0,0,0,0,0,1,0,0
181.97 sec,0,1,0,0,0,0,0,1,0,0
181.99 sec,0,1,0,0,0,0,0,1,0,0
182.01 sec,0,1,0,0,0,0,0,1,0,0
182.02 sec,0,1,0,0,0,0,0,1,0,0
182.04 sec,0,1,0,0,0,0,0,1,0,0
182.06 sec,0,1,0,0,0,0,0,1,0,0
182.07 sec,0,1,0,0,0,0,0,1,0,0
182.09 sec,0,1,0,0,0,0,0,1,0,0
182.11 sec,0,1,0,0,0,0,0,1,0,0
182.12 sec,0,1,0,0,0,0,0,1,0,0
182.14 sec,0,1,0,0,0,0,0,1,0,0
182.16 sec,0,1,0,0,0,0,0,1,0,0
182.17 sec,0,1,0,0,0,0,0,1,0,0
182.19 sec,0,1,0,0,0,0,0,1,0,0
182.21 sec,0,1,0,0,0,0,0,1,0,0
182.22 sec,0,1,0,0,0,0,0,1,0,0
182.24 sec,0,1,0,0,0,0,0,1,0,0
182.26 sec,0,1,0,0,0,0,0,1,0,0
182.27 sec,0,1,0,0,0,0,0,1,0,0
182.29 sec,0,1,0,0,0,0,0,1,0,0
182.31 sec,0,1,0,0,0,0,0,1,0,0
182.32 sec,0,1,0,0,0,0,0,1,0,0
182.34 sec,0,1,0,0,0,0,0,1,0,0
182.36 sec,0,1,0,0,0,0,0,1,0,0
182.37 sec,0,1,0,0,0,0,0,1,0,0
182.39 sec,0,1,0,0,0,0,0,1,0,0
182.41 sec,0,1,0,0,0,0,0,1,0,0
182.42 sec,0,1,0,0,0,0,0,1,0,0
182.44 sec,0,1,0,0,0,0,0,1,0,0
182.46 sec,0,1,0,0,0,0,0,1,0,0
182.47 sec,0,1,0,0,0,0,0,1,0,0
182.49 sec,0,1,0,0,0,0,0,1,0,0
182.51 sec,0,1,0,0,0,0,0,1,0,0
182.52 sec,0,1,0,0,0,0,0,1,0,0
182.54 sec,0,1,0,0,0,0,0,1,0,0
182.56 sec,0,1,0,0,0,0,0,1,0,0
182.57 sec,0,1,0,0,0,0,0,1,0,0
182.59 sec,0,1,0,0,0,0,0,1,0,0
182.61 sec,0,1,0,0,0,0,0,1,0,0
182.62 sec,0,1,0,0,0,0,0,1,0,0
182.64 sec,0,1,0,0,0,0,0,1,0,0
182.66 sec,0,1,0,0,0,0,0,1,0,0
182.67 sec,0,1,0,0,0,0,0,1,0,0
182.69 sec,0,1,0,0,0,0,0,1,0,0
182.71 sec,0,1,0,0,0,0,0,1,0,0
182.72 sec,0,1,0,0,0,0,0,1,0,0
182.74 sec,0,1,0,0,0,0,0,1,0,0
182.76 sec,0,1,0,0,0,0,0,1,0,0
182.77 sec,0,1,0,0,0,0,0,1,0,0
182.79 sec,0,1,0,0,0,0,0,1,0,0
182.81 sec,0,1,0,0,0,0,0,1,0,0
182.82 sec,0,1,0,0,0,0,0,1,0,0
182.84 sec,0,1,0,0,0,0,0,1,0,0
182.86 sec,0,1,0,0,0,0,0,1,0,0
182.87 sec,0,1,0,0,0,0,0,1,0,0
182.89 sec,0,1,0,0,0,0,0,1,0,0
182.91 sec,0,1,0,0,0,0,0,1,0,0
182.92 sec,0,1,0,0,0,0,0,1,0,0
182.94 sec,0,1,0,0,0,0,0,1,0,0
182.96 sec,0,1,0,0,0,0,0,1,0,0
182.97 sec,0,1,0,0,0,0,0,1,0,0
182.99 sec,0,1,0,0,0,0,0,1,0,0
183.01 sec,0,1,0,0,0,0,0,1,0,0
183.02 sec,0,1,0,0,0,0,0,1,0,0
183.04 sec,0,1,0,0,0,0,0,1,0,0
183.06 sec,0,1,0,0,0,0,0,1,0,0
183.07 sec,0,1,0,0,0,0,0,1,0,0
183.09 sec,0,1,0,0,0,0,0,1,0,0
183.11 sec,0,1,0,0,0,0,0,1,0,0
183.12 sec,0,1,0,0,0,0,0,1,0,0
183.14 sec,0,1,0,0,0,0,0,1,0,0
183.16 sec,0,1,0,0,0,0,0,1,0,0
183.17 sec,0,1,0,0,0,0,0,1,0,0
183.19 sec,0,1,0,0,0,0,0,1,0,0
183.21 sec,0,1,0,0,0,0,0,1,0,0
183.22 sec,0,1,0,0,0,0,0,1,0,0
183.24 sec,0,1,0,0,0,0,0,1,0,0
183.26 sec,0,1,0,0,0,0,0,1,0,0
183.27 sec,0,1,0,0,0,0,0,1,0,0
183.29 sec,0,1,0,0,0,0,0,1,0,0
183.31 sec,0,1,0,0,0,0,0,1,0,0
183.32 sec,0,1,0,0,0,0,0,1,0,0
183.34 sec,0,1,0,0,0,0,0,1,0,0
183.36 sec,0,1,0,0,0,0,0,1,0,0
183.37 sec,0,1,0,0,0,0,0,1,0,0
183.39 sec,0,1,0,0,0,0,0,1,0,0
183.41 sec,0,1,0,0,0,0,0,1,0,0
183.42 sec,0,1,0,0,0,0,0,1,0,0
183.44 sec,0,1,0,0,0,0,0,1,0,0
183.46 sec,0,1,0,0,0,0,0,1,0,0
183.47 sec,0,1,0,0,0,0,0,1,0,0
183.49 sec,0,1,0,0,0,0,0,1,0,0
183.51 sec,0,1,0,0,0,0,0,1,0,0
183.52 sec,0,1,0,0,0,0,0,1,0,0
183.54 sec,0,1,0,0,0,0,0,1,0,0
183.56 sec,0,1,0,0,0,0,0,1,0,0
183.57 sec,0,1,0,0,0,0,0,1,0,0
183.59 sec,0,1,0,0,0,0,0,1,0,0
183.61 sec,0,1,0,0,0,0,0,1,0,0
183.62 sec,0,1,0,0,0,0,0,1,0,0
183.64 sec,0,1,0,0,0,0,0,1,0,0
183.66 sec,0,1,0,0,0,0,0,1,0,0
183.67 sec,0,1,0,0,0,0,0,1,0,0
183.69 sec,0,1,0,0,0,0,0,1,0,0
183.71 sec,0,1,0,0,0,0,0,1,0,0
183.72 sec,0,1,0,0,0,0,0,1,0,0
183.74 sec,0,1,0,0,0,0,0,1,0,0
183.76 sec,0,1,0,0,0,0,0,1,0,0
183.77 sec,0,1,0,0,0,0,0,1,0,0
183.79 sec,0,1,0,0,0,0,0,1,0,0
183.81 sec,0,0,0,1,0,0,0,1,0,0
183.82 sec,0,0,0,1,0,0,0,1,0,0
183.84 sec,0,0,0,1,0,0,0,1,0,0
183.86 sec,0,0,0,1,0,0,0,1,0,0
183.87 sec,0,0,0,1,0,0,0,1,0,0
183.89 sec,0,0,0,1,0,0,0,1,0,0
183.91 sec,0,0,0,1,0,0,0,1,0,0
183.92 sec,0,0,0,1,0,0,0,1,0,0
183.94 sec,0,0,0,1,0,0,0,1,0,0
183.96 sec,0,0,0,1,0,0,0,0,1,0
183.97 sec,0,0,0,1,0,0,0,0,1,0
183.99 sec,0,0,0,1,0,0,0,0,1,0
184.01 sec,0,0,0,1,0,0,0,0,1,0
184.02 sec,0,0,0,1,0,0,0,0,1,0
184.04 sec,0,0,0,1,0,0,0,0,1,0
184.06 sec,0,0,0,1,0,0,0,0,1,0
184.07 sec,0,0,0,1,0,0,0,0,1,0
184.09 sec,0,0,0,1,0,0,0,0,1,0
184.11 sec,0,0,0,1,0,0,0,0,1,0
184.12 sec,0,0,0,1,0,0,0,0,1,0
184.14 sec,0,0,0,1,0,0,0,0,1,0
184.16 sec,0,0,0,1,0,0,0,0,1,0
184.17 sec,0,0,0,1,0,0,0,0,1,0
184.19 sec,0,0,0,1,0,0,0,0,1,0
184.21 sec,0,0,0,1,0,0,0,0,1,0
184.22 sec,0,0,0,1,0,0,0,0,1,0
184.24 sec,0,0,0,1,0,0,0,0,1,0
184.26 sec,0,0,0,1,0,0,0,0,1,0
184.27 sec,0,0,0,1,0,0,0,0,1,0
184.29 sec,0,0,0,1,0,0,0,0,1,0
184.31 sec,0,0,0,1,0,0,0,0,1,0
184.32 sec,0,0,0,1,0,0,0,0,1,0
184.34 sec,0,0,0,1,0,0,0,0,1,0
184.36 sec,0,0,0,1,0,0,0,0,1,0
184.37 sec,0,0,0,1,0,0,0,0,1,0
184.39 sec,0,0,0,1,0,0,0,0,1,0
184.41 sec,0,0,0,1,0,0,0,0,1,0
184.42 sec,0,0,0,1,0,0,0,0,1,0
184.44 sec,0,0,0,1,0,0,0,0,1,0
184.46 sec,0,0,0,1,0,0,0,0,1,0
184.47 sec,0,0,0,1,0,0,0,0,1,0
184.49 sec,0,0,0,1,0,0,0,0,1,0
184.51 sec,0,0,0,1,0,0,0,0,1,0
184.52 sec,0,0,0,1,0,0,0,0,1,0
184.54 sec,0,0,0,1,0,0,0,0,1,0
184.56 sec,0,0,0,1,0,0,0,0,1,0
184.57 sec,0,0,0,1,0,0,0,0,1,0
184.59 sec,0,0,0,1,0,0,0,0,1,0
184.61 sec,0,0,0,1,0,0,0,0,1,0
184.62 sec,0,0,0,1,0,0,0,0,1,0
184.64 sec,0,0,0,1,0,0,0,0,1,0
184.66 sec,0,0,0,1,0,0,0,0,1,0
184.67 sec,0,0,0,1,0,0,0,0,1,0
184.69 sec,0,0,0,1,0,0,0,0,1,0
184.71 sec,0,0,0,1,0,0,0,0,1,0
184.73 sec,0,0,0,1,0,0,0,0,1,0
184.74 sec,0,0,0,1,0,0,0,0,1,0
184.76 sec,0,0,0,1,0,0,0,0,1,0
184.78 sec,0,0,0,1,0,0,0,0,1,0
184.79 sec,0,0,0,1,0,0,0,0,1,0
184.81 sec,0,0,0,1,0,0,0,0,1,0
184.83 sec,0,0,0,1,0,0,0,0,1,0
184.84 sec,0,0,0,1,0,0,0,0,1,0
184.86 sec,0,0,0,1,0,0,0,0,1,0
184.88 sec,0,0,0,1,0,0,0,0,1,0
184.89 sec,0,0,0,1,0,0,0,0,1,0
184.91 sec,0,0,0,1,0,0,0,0,1,0
184.93 sec,0,0,0,1,0,0,0,0,1,0
184.94 sec,0,0,0,1,0,0,0,0,1,0
184.96 sec,0,0,0,1,0,0,0,0,1,0
184.98 sec,0,0,0,1,0,0,0,0,1,0
184.99 sec,0,0,0,1,0,0,0,0,1,0
185.01 sec,0,0,0,1,0,0,0,0,1,0
185.03 sec,0,0,0,1,0,0,0,0,1,0
185.04 sec,0,0,0,1,0,0,0,0,1,0
185.06 sec,0,0,0,1,0,0,0,0,1,0
185.08 sec,0,0,0,1,0,0,0,0,1,0
185.09 sec,0,0,0,1,0,0,0,0,1,0
185.11 sec,0,0,0,1,0,0,0,0,1,0
185.13 sec,0,0,0,1,0,0,0,0,1,0
185.14 sec,0,0,0,1,0,0,0,0,1,0
185.16 sec,0,0,0,1,0,0,0,0,1,0
185.18 sec,0,0,0,1,0,0,0,0,1,0
185.19 sec,0,0,0,1,0,0,0,0,1,0
185.21 sec,0,0,0,1,0,0,0,0,1,0
185.23 sec,0,0,0,1,0,0,0,0,1,0
185.24 sec,0,0,0,1,0,0,0,0,1,0
185.26 sec,0,0,0,1,0,0,0,0,1,0
185.28 sec,0,0,0,1,0,0,0,0,1,0
185.29 sec,0,0,0,1,0,0,0,0,1,0
185.31 sec,0,0,0,1,0,0,0,0,1,0
185.33 sec,0,0,0,1,0,0,0,0,0,1
185.34 sec,0,0,0,1,0,0,0,0,0,1
185.36 sec,0,0,0,1,0,0,0,0,0,1
185.38 sec,0,0,0,1,0,0,0,0,0,1
185.39 sec,0,0,0,1,0,0,0,0,0,1
185.41 sec,0,0,0,1,0,0,0,0,0,1
185.43 sec,0,0,0,1,0,0,0,0,0,1
185.44 sec,0,0,0,1,0,0,0,0,0,1
185.46 sec,0,0,0,1,0,0,0,0,0,1
185.48 sec,0,0,0,1,0,0,0,0,0,1
185.49 sec,0,0,0,1,0,0,0,0,0,1
185.51 sec,0,0,0,1,0,0,0,0,0,1
185.53 sec,0,0,0,1,0,0,0,0,0,1
185.54 sec,0,0,0,1,0,0,0,0,0,1
185.56 sec,0,0,0,1,0,0,0,0,0,1
185.58 sec,0,0,0,1,0,0,0,0,0,1
185.59 sec,0,0,0,1,0,0,0,0,0,1
185.61 sec,0,0,0,1,0,0,0,0,0,1
185.63 sec,0,0,0,1,0,0,0,0,0,1
185.64 sec,0,0,0,1,0,0,0,0,0,1
185.66 sec,0,0,0,1,0,0,0,0,0,1
185.68 sec,0,0,0,1,0,0,0,0,0,1
185.69 sec,0,0,0,1,0,0,0,0,0,1
185.71 sec,0,0,0,1,0,0,0,0,0,1
185.73 sec,0,0,0,1,0,0,0,0,0,1
185.74 sec,0,0,0,1,0,0,0,0,0,1
185.76 sec,0,0,0,1,0,0,0,0,0,1
185.78 sec,0,0,0,1,0,0,0,0,0,1
185.79 sec,0,0,0,1,0,0,0,0,0,1
185.81 sec,0,0,0,1,0,0,0,0,0,1
185.83 sec,0,0,0,1,0,0,0,0,0,1
185.84 sec,0,0,0,1,0,0,0,0,0,1
185.86 sec,0,0,0,1,0,0,0,0,0,1
185.88 sec,0,0,0,1,0,0,0,0,0,1
185.89 sec,0,0,0,1,0,0,0,0,0,1
185.91 sec,0,0,0,1,0,0,0,0,0,1
185.93 sec,0,0,0,1,0,0,0,0,0,1
185.94 sec,0,0,0,1,0,0,0,0,0,1
185.96 sec,0,0,0,1,0,0,0,0,0,1
185.98 sec,0,0,0,1,0,0,0,0,0,1
185.99 sec,0,0,0,1,0,0,0,0,0,1
186.01 sec,0,0,0,1,0,0,0,0,0,1
186.03 sec,0,0,0,1,0,0,0,0,0,1
186.04 sec,0,0,0,1,0,0,0,0,0,1
186.06 sec,0,0,0,1,0,0,0,0,0,1
186.08 sec,0,0,0,1,0,0,0,0,0,1
186.09 sec,0,0,0,1,0,0,0,0,0,1
186.11 sec,0,0,0,1,0,0,0,0,0,1
186.13 sec,0,0,0,1,0,0,0,0,0,1
186.14 sec,0,0,0,1,0,0,0,0,0,1
186.16 sec,0,0,0,1,0,0,0,0,0,1
186.18 sec,0,0,0,1,0,0,0,0,0,1
186.19 sec,0,0,0,1,0,0,0,0,0,1
186.21 sec,0,0,0,1,0,0,0,0,0,1
186.23 sec,0,0,0,1,0,0,0,0,0,1
186.24 sec,0,0,0,1,0,0,0,0,0,1
186.26 sec,0,0,0,1,0,0,0,0,0,1
186.28 sec,0,0,0,1,0,0,0,0,0,1
186.29 sec,0,0,0,1,0,0,0,0,0,1
186.31 sec,0,0,0,1,0,0,0,0,0,1
186.33 sec,0,0,0,1,0,0,0,0,0,1
186.34 sec,0,0,0,1,0,0,0,0,0,1
186.36 sec,0,0,0,1,0,0,0,0,0,1
186.38 sec,0,0,0,1,0,0,0,0,0,1
186.39 sec,0,0,0,1,0,0,0,0,0,1
